temperature,humidity,motion,gas,aqi,risk
16.77,15.88,1,383.2,330.12,Warning
43.31,5.6,0,465.77,387.83,Danger
29.28,47.58,0,99.28,73.71,Safe
35.42,38.11,0,623.53,498.91,Danger
42.02,24.3,1,82.43,74.62,Safe
35.3,92.91,1,130.57,98.04,Warning
43.55,58.34,0,0.0,4.99,Warning
43.76,96.87,0,205.94,145.72,Danger
18.69,0.44,0,166.21,128.33,Warning
40.5,6.94,0,143.93,122.89,Warning
21.55,2.77,0,123.31,67.05,Safe
13.08,66.42,0,138.37,75.91,Safe
32.27,58.7,1,97.42,43.15,Safe
31.55,30.43,1,78.57,39.72,Safe
38.08,18.65,0,527.79,431.59,Danger
35.64,93.65,0,489.12,365.21,Danger
16.93,48.11,0,242.91,154.5,Warning
33.4,83.13,1,384.01,353.11,Danger
22.89,55.61,0,312.11,250.48,Warning
25.01,25.67,1,22.81,23.73,Safe
39.79,88.25,1,29.09,21.44,Warning
43.5,33.66,0,88.95,46.37,Warning
21.8,2.34,1,63.98,52.09,Safe
41.99,60.88,0,159.51,115.47,Warning
20.81,51.35,0,282.03,212.68,Warning
38.78,23.42,0,27.93,22.6,Warning
12.21,77.62,0,240.57,228.84,Danger
35.52,67.34,0,602.64,492.08,Danger
24.59,50.18,1,581.05,476.3,Warning
37.33,93.55,0,307.43,222.21,Danger
31.24,3.35,0,170.61,137.48,Warning
27.72,91.81,1,59.96,6.7,Safe
33.16,17.96,0,129.47,91.1,Safe
34.42,50.34,1,67.15,27.0,Safe
25.99,85.53,0,342.08,272.35,Danger
36.38,84.02,0,459.52,351.16,Danger
25.09,10.34,0,216.69,182.38,Warning
28.38,87.58,0,523.31,393.46,Danger
28.59,91.54,0,622.76,469.52,Danger
35.14,22.54,0,532.52,477.61,Danger
12.34,38.71,0,98.56,81.1,Safe
41.96,17.51,0,594.12,441.12,Danger
28.42,72.13,0,473.31,393.69,Danger
41.58,9.37,0,109.02,90.76,Warning
18.2,49.31,1,91.95,36.64,Safe
32.29,61.77,0,149.83,136.07,Warning
26.78,69.91,0,36.42,29.29,Safe
22.11,26.56,1,68.4,56.21,Safe
28.86,19.09,0,504.11,409.47,Warning
24.99,88.14,0,462.47,346.97,Danger
41.24,42.18,0,454.49,378.1,Danger
19.28,28.15,0,194.72,118.77,Warning
41.34,81.78,1,395.76,337.55,Danger
25.49,69.93,0,99.18,95.05,Safe
13.12,65.18,0,578.95,443.46,Danger
44.15,57.6,1,128.54,68.66,Safe
13.7,80.87,0,52.66,34.87,Safe
24.14,3.4,0,205.88,120.43,Warning
20.0,73.68,0,107.41,86.44,Safe
18.83,33.75,1,176.98,148.07,Safe
30.16,43.5,1,254.46,199.67,Warning
40.95,24.0,1,405.02,301.96,Danger
40.22,91.85,0,164.08,101.65,Danger
31.61,18.73,1,1.05,0.45,Safe
27.52,40.72,1,317.38,276.27,Warning
25.52,27.55,0,163.96,99.34,Safe
19.09,56.99,0,137.13,113.98,Safe
34.56,57.42,0,253.89,181.74,Danger
30.57,54.66,0,28.24,35.81,Safe
24.25,58.02,1,220.08,186.05,Warning
26.78,64.89,0,424.38,362.27,Warning
22.7,59.91,0,72.52,18.95,Safe
41.29,93.33,1,164.06,136.9,Danger
11.34,67.37,0,589.55,473.32,Danger
33.69,86.71,1,580.69,497.77,Danger
22.81,40.06,0,333.05,285.14,Warning
34.71,49.15,1,74.44,67.24,Safe
32.63,93.98,0,459.67,373.45,Danger
33.11,45.53,1,519.41,438.44,Warning
16.37,96.63,1,219.5,216.31,Warning
15.34,20.56,1,5.92,2.1,Safe
39.63,5.79,0,85.43,43.11,Warning
34.76,43.55,1,489.93,366.9,Warning
16.3,51.57,0,72.96,35.72,Safe
14.53,32.41,0,590.42,477.6,Warning
38.4,92.17,1,120.06,67.21,Warning
11.96,77.09,1,263.18,173.97,Warning
37.19,49.6,0,77.94,24.85,Warning
23.04,97.24,1,328.38,251.68,Danger
17.32,94.76,0,358.44,298.87,Danger
22.51,50.6,1,120.07,107.45,Safe
40.69,40.86,1,144.65,94.51,Warning
27.61,11.07,0,618.42,484.97,Warning
42.36,44.82,0,552.33,455.8,Danger
14.56,60.35,1,533.45,413.76,Warning
42.34,8.96,0,413.71,335.87,Danger
37.35,69.52,0,159.63,143.38,Danger
17.93,13.76,1,92.97,38.58,Safe
34.67,37.22,0,325.15,257.17,Danger
15.18,88.24,0,50.65,11.59,Safe
12.39,44.22,0,172.28,151.41,Warning
39.88,36.96,0,286.9,186.42,Danger
40.0,91.71,0,138.55,64.49,Warning
35.74,47.47,1,477.59,372.2,Danger
35.39,17.09,1,238.32,176.29,Danger
14.81,20.03,0,267.12,204.6,Warning
34.79,55.22,0,90.79,85.55,Safe
26.47,86.64,1,371.3,291.79,Danger
10.69,45.92,0,129.59,66.55,Safe
11.0,51.22,1,613.84,461.18,Warning
16.68,82.46,0,99.69,50.39,Safe
22.27,22.22,0,54.78,30.8,Safe
14.69,85.21,1,459.15,335.68,Danger
14.63,92.16,0,542.91,433.91,Danger
17.15,16.1,0,31.65,10.87,Safe
35.33,65.66,1,575.42,453.17,Danger
30.87,22.45,0,107.52,95.51,Safe
44.09,18.67,0,222.37,182.82,Danger
12.46,7.86,0,437.69,341.38,Warning
18.0,14.74,0,235.16,184.15,Warning
12.13,83.79,1,451.52,375.3,Danger
17.28,5.07,0,557.76,468.55,Warning
24.9,57.79,1,81.35,74.35,Safe
37.02,72.09,0,386.37,321.65,Danger
20.66,73.62,1,277.16,226.31,Warning
30.59,10.68,0,314.54,238.49,Danger
17.51,76.85,0,3.41,3.28,Safe
25.69,61.28,1,525.65,395.03,Warning
12.74,49.35,1,140.46,98.98,Safe
20.19,18.13,0,192.07,111.12,Warning
34.37,56.62,0,286.17,231.5,Danger
31.57,26.32,0,83.54,17.88,Safe
10.39,13.53,1,45.4,18.63,Safe
39.04,69.61,1,68.7,69.4,Warning
29.2,50.02,0,270.28,214.58,Warning
39.04,58.65,1,499.45,378.34,Danger
25.82,64.7,0,297.64,215.45,Warning
21.42,94.65,0,421.92,330.26,Danger
36.33,53.25,1,224.49,189.9,Danger
28.76,20.83,1,424.58,342.75,Warning
22.45,33.11,0,95.63,71.06,Safe
24.13,27.43,0,69.81,13.45,Safe
26.17,18.81,0,119.89,69.75,Safe
28.77,96.67,0,254.7,174.76,Danger
21.98,58.56,0,276.62,238.95,Warning
33.18,55.53,0,267.37,184.69,Danger
41.58,36.89,1,596.17,451.44,Danger
25.65,11.87,0,316.41,248.69,Warning
15.73,42.8,0,230.85,146.42,Warning
38.19,34.41,0,587.15,486.71,Danger
31.5,16.95,0,293.84,251.71,Danger
21.29,90.09,0,446.7,366.23,Danger
17.57,28.67,0,33.13,24.55,Safe
23.21,21.77,0,377.19,345.13,Warning
26.56,35.46,0,549.38,405.85,Warning
15.53,39.66,0,58.8,39.66,Safe
23.4,38.16,0,327.13,272.56,Warning
28.53,0.5,0,374.54,312.79,Warning
18.55,71.47,0,63.13,66.89,Safe
27.61,21.14,0,219.94,185.71,Warning
19.23,31.3,0,581.7,446.34,Warning
28.91,40.55,0,449.76,361.89,Warning
27.17,72.95,0,387.76,323.78,Danger
40.04,27.84,1,632.51,479.53,Danger
22.97,44.34,1,575.19,475.28,Warning
13.54,20.56,0,157.39,94.99,Safe
20.82,46.25,0,52.7,13.9,Safe
21.8,42.95,1,272.82,185.39,Warning
24.42,59.03,0,632.71,498.51,Warning
40.0,14.97,0,107.6,56.49,Warning
33.77,94.88,1,250.56,186.01,Danger
43.48,3.01,1,366.38,303.07,Danger
10.42,77.02,1,406.57,318.99,Warning
13.07,65.47,1,586.4,439.55,Warning
10.93,19.88,0,422.07,324.94,Warning
31.2,10.09,1,251.35,207.99,Warning
25.88,89.78,0,124.5,51.75,Safe
22.75,75.63,1,251.55,169.96,Warning
16.6,1.34,0,637.72,483.8,Warning
21.3,9.61,0,503.76,430.94,Warning
23.91,70.91,0,256.48,161.79,Danger
27.13,57.74,0,196.92,134.36,Warning
33.48,30.27,1,72.52,69.03,Safe
40.8,9.31,0,323.89,257.81,Danger
12.12,6.05,1,69.31,69.25,Safe
25.48,82.13,0,526.04,420.27,Danger
12.7,6.94,0,129.41,110.36,Safe
21.44,50.14,0,62.6,25.73,Safe
10.71,61.31,1,157.33,138.28,Safe
37.38,11.83,1,211.57,147.85,Warning
10.65,69.7,0,53.01,45.15,Safe
15.69,99.06,0,494.85,369.66,Danger
21.59,74.13,1,231.56,180.69,Warning
37.23,51.32,0,53.9,54.53,Warning
31.95,88.86,1,651.03,489.57,Danger
13.43,26.13,0,220.53,151.01,Warning
31.16,42.57,0,128.88,89.9,Safe
17.69,5.31,0,0.0,17.84,Safe
15.94,93.43,0,138.22,75.72,Safe
39.94,18.88,1,81.1,34.8,Safe
13.35,76.44,0,139.62,90.19,Safe
43.89,14.93,0,559.47,445.34,Danger
38.29,4.67,0,291.81,235.36,Danger
43.02,0.85,0,214.58,178.32,Danger
29.52,11.02,0,55.1,57.54,Safe
15.89,45.73,1,439.57,371.26,Warning
12.12,35.21,0,125.25,66.49,Safe
36.66,83.59,0,531.62,415.07,Danger
36.22,24.14,0,637.57,492.0,Danger
21.08,15.05,0,269.28,229.33,Warning
24.68,91.21,0,273.5,177.99,Danger
38.84,64.03,0,496.48,395.54,Danger
29.19,55.14,0,146.71,68.65,Safe
22.88,94.72,1,129.01,58.68,Safe
24.79,24.6,1,567.71,476.92,Warning
26.79,26.88,0,180.21,140.36,Warning
34.21,21.55,0,223.12,198.77,Danger
16.41,66.78,0,69.48,55.5,Safe
41.17,77.42,0,223.58,193.82,Danger
36.62,88.08,0,436.1,323.06,Danger
28.84,12.88,1,611.67,490.51,Warning
34.95,41.42,0,23.68,28.3,Safe
37.67,26.97,0,19.31,16.72,Warning
10.93,30.11,0,639.07,483.83,Warning
13.2,19.0,0,525.22,415.35,Warning
36.68,6.12,1,496.16,401.19,Danger
23.98,94.85,0,362.59,314.17,Danger
28.84,44.55,0,403.49,335.78,Warning
35.31,53.59,0,570.76,482.51,Danger
14.21,74.82,0,76.26,58.91,Safe
25.72,81.12,1,572.5,440.82,Danger
21.55,3.89,1,400.43,291.43,Warning
18.3,27.86,0,45.9,14.67,Safe
36.58,92.16,0,504.39,403.11,Danger
18.38,76.45,1,553.75,454.98,Warning
43.93,45.0,0,3.07,1.88,Warning
13.28,86.42,0,375.65,307.13,Danger
16.59,10.86,0,334.17,284.76,Warning
12.4,70.48,0,312.26,206.1,Danger
39.67,52.78,0,51.14,25.72,Warning
39.23,95.31,0,59.96,41.24,Warning
11.94,91.29,0,103.43,60.19,Safe
29.83,24.8,1,190.71,128.04,Safe
17.19,90.12,0,128.54,92.39,Safe
29.81,40.43,0,109.57,55.21,Safe
34.0,69.27,1,298.09,211.23,Danger
12.49,43.28,1,211.01,137.26,Safe
29.7,57.46,0,474.3,351.59,Warning
20.9,92.44,1,125.89,92.76,Safe
27.63,66.1,0,126.03,53.44,Safe
25.99,13.88,0,55.33,27.07,Safe
28.06,63.06,0,38.94,24.65,Safe
24.51,94.07,1,129.91,57.89,Safe
11.33,99.33,1,414.23,301.23,Danger
28.12,80.81,0,5.89,6.78,Safe
30.55,8.61,0,188.6,103.89,Warning
38.12,64.66,0,115.09,97.37,Warning
28.63,37.43,0,301.61,248.88,Warning
38.25,27.2,1,29.49,31.94,Safe
10.33,69.56,1,485.84,408.55,Warning
13.94,16.25,0,319.28,229.46,Warning
23.77,53.84,0,211.89,148.02,Warning
15.37,82.44,1,369.09,256.83,Danger
28.72,80.83,0,377.36,301.94,Danger
17.5,13.23,0,609.08,467.76,Warning
31.62,73.99,0,568.07,465.15,Danger
34.79,43.85,0,223.45,145.67,Warning
31.54,59.02,1,127.02,71.42,Safe
34.14,55.39,0,334.45,283.98,Danger
37.5,83.67,0,305.56,242.99,Danger
13.21,92.64,0,331.47,285.32,Danger
25.92,38.73,1,144.89,68.2,Safe
26.36,12.76,0,403.51,311.13,Warning
22.9,69.55,0,575.26,441.51,Danger
43.84,87.13,0,145.64,93.6,Danger
23.32,90.45,0,268.76,190.01,Danger
43.86,14.52,0,30.63,24.21,Warning
41.95,51.23,0,0.06,8.1,Warning
21.36,77.29,1,324.24,253.22,Warning
20.65,74.63,0,503.7,394.96,Danger
34.41,88.77,0,478.06,390.78,Danger
33.26,92.65,1,242.55,193.78,Danger
31.92,37.17,1,21.91,2.54,Safe
30.42,3.34,0,105.38,58.27,Safe
39.86,29.07,0,75.98,79.1,Warning
27.31,3.3,1,52.13,11.3,Safe
24.98,42.02,1,242.13,185.63,Warning
25.93,29.6,1,417.73,303.63,Warning
15.19,62.69,1,104.53,127.12,Safe
15.6,84.28,0,185.05,122.56,Warning
32.09,26.96,0,0.0,1.51,Safe
34.65,24.99,1,249.5,188.36,Warning
42.1,77.44,1,522.78,423.24,Danger
38.29,10.68,1,234.71,190.41,Danger
35.29,91.35,1,55.24,24.91,Warning
32.61,51.26,0,97.12,80.48,Safe
39.26,32.78,0,80.8,45.61,Warning
12.17,84.77,0,77.93,45.54,Safe
10.83,19.31,1,204.29,164.13,Warning
13.97,19.19,1,177.14,122.79,Safe
20.87,14.89,0,73.06,49.27,Safe
15.05,22.28,0,326.77,234.22,Warning
33.14,2.58,1,19.82,7.43,Safe
38.12,26.36,1,232.75,185.11,Danger
20.95,14.43,0,99.47,38.73,Safe
43.46,81.46,0,524.05,443.73,Danger
14.59,71.85,0,136.49,80.97,Safe
24.51,14.82,1,411.75,293.97,Warning
11.14,28.99,0,267.87,210.32,Warning
13.04,33.04,0,338.24,256.61,Warning
32.33,61.15,1,93.88,84.97,Safe
32.76,21.0,1,274.84,192.02,Warning
23.62,98.1,0,306.12,258.68,Danger
16.54,94.7,0,431.09,351.23,Danger
18.6,27.35,0,220.53,143.74,Warning
13.13,32.47,0,32.29,17.9,Safe
30.57,57.56,0,595.93,444.33,Danger
20.98,86.68,1,409.21,298.61,Danger
40.02,86.32,1,514.92,393.92,Danger
31.23,84.18,0,521.29,429.36,Danger
44.84,69.68,0,166.22,96.31,Warning
28.07,29.33,0,160.82,106.21,Warning
43.94,77.29,0,0.0,6.1,Warning
27.15,32.49,0,262.87,228.77,Warning
21.82,32.86,1,448.13,358.96,Warning
42.99,68.2,1,19.29,26.99,Warning
21.22,18.03,0,234.08,229.39,Warning
26.05,66.41,0,217.36,179.11,Warning
10.36,21.57,1,51.79,1.33,Safe
30.42,17.05,0,374.24,314.51,Danger
27.09,35.57,0,354.73,307.77,Warning
18.16,19.21,1,44.26,50.93,Safe
11.65,1.81,0,579.78,440.45,Warning
19.78,94.26,0,32.99,11.49,Safe
21.29,57.82,0,439.34,341.66,Warning
12.13,94.85,1,547.0,439.86,Danger
31.19,65.51,1,232.4,197.21,Danger
24.91,82.63,0,577.69,437.37,Danger
14.48,30.92,0,186.47,159.89,Warning
13.88,28.49,0,42.8,1.63,Safe
29.14,15.47,1,356.2,283.54,Warning
38.59,48.82,0,400.76,300.06,Danger
29.05,98.1,0,48.8,21.0,Safe
43.16,38.72,1,61.54,6.89,Safe
24.15,33.07,0,137.91,112.56,Safe
24.11,23.5,1,328.98,229.55,Warning
16.77,38.22,0,591.5,461.05,Warning
26.0,75.17,0,68.07,18.18,Safe
29.61,37.73,0,258.08,192.76,Warning
31.56,73.57,0,158.62,123.12,Warning
28.14,85.59,0,105.96,75.16,Safe
42.69,13.2,0,556.12,430.41,Danger
20.48,36.94,0,49.89,26.61,Safe
16.81,27.02,0,27.81,29.55,Safe
10.23,26.1,0,144.8,89.96,Safe
32.33,35.72,0,69.54,62.13,Safe
18.28,67.83,1,225.03,171.07,Warning
22.08,71.46,0,97.79,93.42,Safe
33.19,27.0,0,356.77,302.82,Danger
29.05,39.29,0,456.47,362.09,Warning
11.1,60.11,1,247.58,190.14,Warning
27.6,96.23,0,29.48,31.79,Safe
20.11,45.83,0,597.76,471.86,Warning
28.1,72.06,0,501.63,392.67,Danger
36.96,62.12,0,302.1,233.54,Danger
41.71,20.41,0,108.1,81.95,Warning
19.18,92.3,0,566.11,425.42,Danger
25.87,19.07,0,18.26,12.43,Safe
21.52,75.99,1,486.98,365.14,Warning
10.58,83.73,0,566.4,424.12,Danger
13.53,18.4,0,0.0,15.79,Safe
40.78,26.83,1,131.46,102.85,Warning
13.58,95.44,0,55.34,32.98,Safe
25.32,97.19,0,72.69,19.53,Safe
37.88,19.56,1,508.61,415.29,Danger
17.2,78.99,0,522.99,415.19,Danger
22.42,69.71,0,65.02,29.19,Safe
39.88,73.93,1,443.23,335.93,Danger
18.6,56.71,0,23.03,22.14,Safe
33.9,4.1,0,570.17,458.86,Danger
31.45,81.25,0,183.8,134.96,Danger
27.86,48.92,1,0.0,5.44,Safe
25.46,91.73,0,339.5,230.5,Danger
33.05,84.88,0,460.64,345.87,Danger
19.63,0.41,0,100.5,46.41,Safe
42.39,7.49,0,392.12,273.29,Danger
33.04,53.9,0,261.61,193.75,Danger
12.27,26.73,0,20.1,14.35,Safe
14.97,46.91,0,128.53,144.5,Safe
13.95,49.96,0,420.31,296.96,Warning
28.68,65.09,1,404.39,330.27,Warning
14.16,82.43,0,90.94,51.13,Safe
26.45,11.5,0,56.69,7.84,Safe
41.36,44.97,0,508.94,404.91,Danger
40.7,57.31,0,102.57,94.98,Warning
31.46,32.26,0,374.88,320.45,Danger
40.61,17.52,1,570.72,468.57,Danger
23.88,57.8,0,0.0,9.88,Safe
21.69,46.4,1,140.61,86.14,Safe
32.22,92.21,1,395.15,333.48,Danger
10.23,16.78,0,271.98,178.76,Warning
26.06,6.6,0,479.44,407.54,Warning
18.26,3.15,0,385.62,275.09,Warning
34.15,90.37,0,606.27,488.06,Danger
18.59,26.4,1,60.56,21.7,Safe
28.81,45.74,1,166.75,138.22,Safe
19.26,16.69,0,22.34,19.76,Safe
35.99,90.92,0,63.38,3.95,Warning
44.86,65.22,0,120.3,48.93,Warning
30.03,23.95,0,0.0,9.47,Safe
21.0,28.49,0,157.83,78.87,Safe
16.98,21.5,1,306.22,251.47,Warning
34.61,76.56,1,54.07,17.68,Safe
33.89,17.56,1,106.24,40.95,Safe
27.62,22.86,0,375.83,309.28,Warning
21.68,35.39,0,463.61,372.61,Warning
17.86,87.85,0,6.64,15.27,Safe
21.36,16.74,0,151.37,138.05,Warning
41.03,69.49,0,153.94,136.57,Danger
33.19,84.8,0,510.05,403.27,Danger
20.45,58.88,0,89.76,41.66,Safe
42.27,94.7,0,294.67,238.53,Danger
17.59,93.88,1,210.64,186.43,Warning
16.92,41.13,1,340.65,234.29,Warning
27.37,83.24,0,376.7,285.19,Danger
10.12,45.53,0,70.49,99.55,Safe
14.88,38.69,0,61.06,23.05,Safe
44.83,64.99,0,265.84,219.05,Danger
30.06,86.52,0,308.8,206.06,Danger
19.74,3.83,0,104.06,77.87,Safe
27.25,66.77,0,253.07,195.59,Danger
11.04,85.3,0,525.08,387.15,Danger
16.27,89.52,0,287.52,200.83,Danger
35.8,53.35,0,551.28,428.59,Danger
10.45,90.71,0,49.78,28.43,Safe
18.07,68.17,1,262.67,193.45,Warning
40.96,65.51,0,313.26,247.81,Danger
14.04,65.83,0,126.64,93.21,Safe
29.59,58.75,0,49.96,15.22,Safe
41.56,98.85,0,313.7,249.03,Danger
31.4,18.57,1,192.12,123.31,Warning
17.92,26.86,1,28.84,30.82,Safe
12.99,6.44,1,426.73,337.71,Warning
28.61,18.95,0,315.03,263.1,Warning
17.07,12.47,0,83.78,41.22,Safe
15.42,65.16,1,166.43,126.82,Warning
35.95,10.1,0,500.07,403.75,Danger
25.43,95.06,0,255.29,200.0,Danger
37.65,19.09,0,167.3,150.46,Danger
24.94,90.34,0,452.85,384.94,Danger
38.95,79.93,0,498.29,434.24,Danger
25.61,99.65,0,237.19,186.66,Danger
38.48,70.6,0,139.18,148.72,Warning
29.51,94.86,0,114.2,59.19,Safe
42.42,79.83,0,548.18,417.81,Danger
24.24,83.94,1,323.33,216.08,Danger
14.64,1.89,0,169.71,90.1,Safe
31.77,30.58,0,145.89,115.6,Warning
24.41,89.17,0,216.63,130.11,Warning
11.29,33.45,1,499.41,362.55,Warning
18.8,99.16,0,88.03,32.63,Safe
34.74,16.07,0,540.37,482.29,Danger
32.17,86.04,1,30.04,35.35,Warning
30.07,14.27,0,78.19,17.26,Safe
12.43,35.58,0,75.91,65.5,Safe
28.02,26.43,0,154.2,76.7,Safe
12.75,68.94,0,410.4,298.93,Danger
29.15,96.89,0,443.96,390.72,Danger
10.04,44.49,0,96.6,45.42,Safe
30.35,27.99,0,39.99,5.09,Safe
23.93,64.96,0,174.69,124.81,Warning
12.01,7.19,1,51.58,50.49,Safe
19.38,66.37,1,227.17,171.12,Warning
24.08,29.57,0,115.56,63.64,Safe
33.52,48.18,1,0.0,4.01,Safe
44.67,33.68,1,382.96,307.69,Danger
43.97,30.55,0,170.63,88.85,Warning
26.43,63.88,0,152.29,80.82,Safe
40.89,23.79,0,344.67,294.43,Danger
37.44,34.4,1,487.94,359.57,Danger
10.16,68.98,1,76.32,24.26,Safe
13.07,8.91,1,438.64,370.29,Warning
39.41,53.58,0,189.58,143.68,Warning
33.1,36.81,0,431.38,348.42,Danger
26.81,59.67,0,468.22,397.5,Warning
38.98,21.06,1,428.8,366.33,Danger
40.34,81.9,0,239.56,147.35,Danger
32.99,26.65,1,519.48,408.14,Warning
18.34,58.42,0,27.36,15.09,Safe
30.76,64.67,0,21.22,6.09,Safe
17.88,42.71,0,166.44,129.43,Warning
36.54,4.75,0,245.96,197.55,Danger
20.03,67.3,0,105.87,67.18,Safe
17.13,9.33,0,249.68,218.71,Warning
16.54,17.38,0,337.84,256.92,Warning
38.33,41.92,1,426.12,383.03,Danger
27.35,22.35,0,121.45,71.7,Safe
27.1,91.54,1,220.75,194.01,Danger
32.36,64.8,0,169.29,99.33,Warning
31.52,36.33,0,309.57,218.0,Danger
18.09,83.99,0,101.3,80.0,Safe
35.54,3.7,0,371.02,285.94,Danger
19.25,59.09,1,300.18,280.6,Warning
18.53,6.06,0,137.25,81.61,Safe
41.14,89.31,1,48.57,46.74,Warning
38.16,78.41,1,240.47,203.12,Danger
38.42,7.61,1,430.57,365.22,Danger
44.58,8.66,1,313.69,252.09,Danger
21.95,60.96,1,339.04,287.56,Warning
13.94,49.03,0,566.89,447.69,Warning
42.21,69.17,1,382.83,271.82,Danger
38.92,49.59,1,261.82,173.38,Danger
29.23,36.48,0,78.4,50.57,Safe
16.2,68.15,0,236.09,159.22,Danger
41.97,44.38,0,15.18,12.47,Warning
14.02,54.3,1,132.59,69.79,Safe
33.15,85.29,1,524.85,435.36,Danger
36.33,80.87,0,37.5,31.28,Warning
16.24,86.25,1,121.61,52.28,Safe
12.2,87.18,1,157.33,116.16,Warning
13.91,20.8,1,152.19,86.4,Safe
22.64,53.07,0,164.33,137.77,Warning
21.68,79.41,1,612.26,471.77,Warning
17.22,80.2,0,96.38,65.13,Safe
24.38,61.99,0,0.0,5.54,Safe
21.27,71.79,0,3.03,3.89,Safe
31.02,64.4,1,241.74,188.51,Warning
23.38,17.96,0,131.87,116.9,Safe
42.95,78.02,0,182.01,146.34,Danger
43.82,68.71,0,123.11,72.19,Warning
11.42,27.26,1,318.22,267.22,Warning
44.3,58.37,1,465.18,398.38,Danger
15.42,3.77,0,244.97,177.83,Warning
38.64,5.42,0,271.45,210.85,Danger
21.54,2.08,0,192.6,134.49,Warning
31.57,31.24,1,518.14,408.72,Warning
23.25,38.06,1,498.72,384.13,Warning
19.75,75.51,0,81.02,14.94,Safe
33.66,27.45,1,135.66,72.39,Safe
24.71,54.61,0,160.85,83.05,Safe
44.7,49.33,0,318.98,270.46,Danger
36.29,5.09,0,357.03,253.66,Danger
24.15,43.82,1,35.11,24.43,Safe
14.35,0.38,1,501.48,416.17,Warning
22.8,79.07,0,47.18,6.96,Safe
39.81,32.02,1,46.32,69.51,Safe
14.89,58.19,0,89.43,52.53,Safe
14.65,68.33,0,225.46,178.71,Danger
11.57,14.17,0,166.53,123.09,Warning
42.13,3.91,0,401.07,322.39,Danger
31.81,5.76,0,48.1,35.16,Safe
13.73,0.52,0,180.56,154.13,Warning
10.8,29.84,0,454.97,336.75,Warning
23.24,37.43,1,348.43,299.77,Warning
20.51,98.9,1,599.38,475.48,Danger
14.98,16.54,1,39.4,27.58,Safe
26.26,74.9,0,500.15,384.4,Danger
13.07,92.25,1,412.39,305.02,Danger
35.33,8.81,0,163.67,124.73,Warning
14.71,31.93,0,185.67,109.31,Warning
26.27,46.16,1,576.16,461.72,Warning
28.63,70.87,1,218.78,149.9,Warning
19.28,93.33,1,526.14,440.43,Danger
43.81,56.32,1,483.69,384.98,Danger
33.06,38.8,0,336.22,226.62,Danger
24.29,84.46,0,234.3,208.48,Danger
31.88,86.7,0,180.51,121.25,Danger
38.77,15.07,0,251.41,195.39,Danger
43.85,34.88,0,499.57,407.36,Danger
13.29,92.12,0,418.45,318.41,Danger
43.12,51.94,0,500.85,391.4,Danger
11.12,27.29,1,56.84,19.51,Safe
26.05,78.1,0,386.47,306.3,Danger
22.82,51.53,0,444.98,369.37,Warning
15.54,56.87,1,18.61,23.38,Safe
16.15,38.02,0,471.7,351.84,Warning
21.02,40.74,1,57.11,6.04,Safe
14.34,44.65,0,187.2,139.97,Warning
20.07,77.31,0,216.43,216.37,Warning
10.25,30.49,0,12.75,46.3,Safe
30.92,58.6,0,462.38,379.25,Danger
32.97,95.09,1,256.54,162.46,Danger
27.28,8.04,0,28.95,19.93,Safe
42.01,77.63,0,542.03,408.54,Danger
12.82,64.02,0,73.03,102.43,Safe
24.83,27.67,1,8.08,1.77,Safe
20.42,58.72,0,279.2,227.5,Warning
18.7,89.81,0,426.38,339.61,Danger
39.62,13.06,0,306.27,218.59,Danger
12.76,7.71,1,341.1,284.59,Warning
11.0,42.17,1,189.13,167.54,Warning
11.44,67.95,0,87.62,58.74,Safe
33.11,29.88,1,65.55,62.43,Safe
34.91,32.15,1,40.22,6.83,Safe
25.25,2.9,0,199.88,168.06,Warning
26.72,73.24,1,491.43,392.85,Warning
11.8,91.97,0,98.3,51.2,Safe
20.34,15.7,0,100.88,69.42,Safe
44.16,14.72,1,101.31,94.95,Safe
14.72,78.85,0,5.82,8.99,Safe
25.8,93.91,0,575.6,458.51,Danger
15.64,56.25,0,536.36,425.73,Warning
14.38,78.38,0,106.76,80.06,Safe
44.27,36.46,0,448.82,380.36,Danger
11.31,6.13,1,41.66,25.16,Safe
22.54,11.97,0,629.84,488.68,Warning
36.69,30.29,1,251.48,196.96,Danger
20.16,70.94,1,60.31,33.36,Safe
29.76,63.53,1,371.79,312.26,Warning
31.52,50.01,1,269.66,226.88,Warning
22.78,81.04,0,173.64,118.18,Warning
37.72,13.39,0,0.0,28.97,Warning
43.56,27.35,0,178.85,100.38,Warning
25.58,30.41,1,84.97,65.98,Safe
34.19,42.16,1,71.43,60.27,Safe
29.79,93.25,1,65.0,33.4,Safe
10.56,69.18,0,444.98,323.22,Danger
26.05,17.12,1,254.31,171.79,Warning
28.69,43.22,1,547.2,411.32,Warning
42.59,70.89,1,116.0,81.86,Warning
22.57,87.05,0,100.64,99.23,Safe
33.61,26.28,0,574.31,485.15,Danger
39.8,2.37,0,222.04,150.05,Danger
28.39,31.38,1,117.25,86.59,Safe
23.42,61.65,0,96.56,90.62,Safe
38.03,82.03,0,417.13,376.64,Danger
23.02,29.61,1,425.71,331.37,Warning
18.76,59.83,1,470.93,373.21,Warning
33.83,71.06,1,89.98,34.48,Safe
22.15,0.68,0,141.92,89.36,Safe
12.77,99.68,0,226.12,210.69,Danger
28.36,29.07,1,259.3,218.68,Warning
29.28,21.72,0,37.76,20.95,Safe
44.66,83.54,0,307.67,262.63,Danger
26.54,58.56,0,503.92,429.57,Warning
