temperature,humidity,motion,gas,aqi,risk_original,risk
20,43,0,1000,500,Warning,Warning
37,45,1,1000,500,Warning,Danger
31,57,1,1000,500,Danger,Warning
37,52,1,1000,500,Danger,Danger
31,59,0,889,500,Safe,Danger
40,44,1,1000,500,Warning,Danger
42,61,1,1000,500,Danger,Danger
41,48,0,1000,500,Danger,Danger
33,47,0,1000,414,Warning,Danger
44,57,0,1000,500,Warning,Danger
40,89,1,474,500,Danger,Danger
39,38,1,814,500,Warning,Danger
20,49,1,382,500,Warning,Warning
20,64,1,465,233,Safe,Warning
37,78,1,1000,500,Danger,Danger
28,84,0,141,500,Warning,Danger
20,84,0,1000,500,Danger,Danger
30,74,1,1000,500,Warning,Danger
29,40,1,1000,500,Warning,Warning
35,57,0,276,500,Warning,Danger
38,71,1,611,500,Warning,Danger
21,35,1,992,500,Warning,Warning
32,62,0,1000,500,Warning,Danger
45,69,1,1000,500,Danger,Danger
27,83,0,1000,500,Warning,Danger
37,78,1,982,500,Danger,Danger
26,61,0,1000,500,Warning,Warning
41,43,1,895,500,Danger,Danger
28,58,0,1000,348,Warning,Warning
37,35,1,473,500,Safe,Danger
36,68,0,784,319,Safe,Danger
26,47,0,1000,500,Warning,Warning
38,95,0,259,500,Danger,Danger
39,69,1,274,143,Warning,Danger
34,41,0,785,500,Warning,Danger
27,86,0,1000,500,Warning,Danger
37,95,1,1000,500,Danger,Danger
38,42,0,1000,500,Danger,Danger
24,53,0,158,500,Warning,Warning
33,50,1,1000,500,Warning,Warning
21,34,0,138,500,Safe,Warning
22,66,0,1000,500,Warning,Danger
33,36,0,1000,500,Warning,Danger
43,46,1,1000,500,Danger,Danger
22,75,1,956,500,Warning,Warning
27,47,0,1000,500,Warning,Warning
35,40,0,1000,500,Warning,Danger
35,84,1,1000,500,Danger,Danger
25,93,0,1000,500,Danger,Danger
40,50,1,738,500,Danger,Danger
24,83,0,1000,500,Warning,Danger
37,39,0,308,500,Warning,Danger
34,46,1,1000,500,Danger,Warning
43,73,0,1000,500,Danger,Danger
25,57,0,1000,500,Warning,Warning
30,54,0,1000,500,Warning,Danger
36,37,1,752,500,Danger,Danger
44,87,0,1000,500,Danger,Danger
23,71,0,654,500,Warning,Danger
45,83,0,1000,500,Danger,Danger
33,46,0,612,500,Warning,Danger
42,38,0,1000,500,Warning,Danger
24,75,0,1000,500,Warning,Danger
33,82,1,1000,500,Danger,Danger
40,32,0,1000,500,Danger,Danger
43,57,1,673,500,Warning,Danger
24,65,1,804,500,Warning,Warning
35,61,1,1000,500,Warning,Danger
35,32,0,1000,500,Warning,Danger
25,36,1,1000,500,Warning,Warning
22,54,0,1000,500,Safe,Warning
37,76,1,1000,500,Danger,Danger
41,65,0,306,500,Warning,Danger
39,34,1,1000,500,Warning,Danger
21,90,1,1000,500,Danger,Danger
42,92,1,1000,500,Danger,Danger
34,69,0,1000,406,Warning,Danger
38,44,1,1000,500,Danger,Danger
42,48,1,984,500,Danger,Danger
43,65,1,1000,500,Danger,Danger
29,74,1,1000,389,Warning,Warning
36,36,0,1000,500,Warning,Danger
29,79,0,1000,153,Warning,Danger
21,65,0,565,500,Safe,Danger
21,84,0,1000,500,Warning,Danger
26,65,1,1000,500,Warning,Warning
33,91,1,1000,500,Danger,Danger
24,63,1,287,500,Safe,Warning
24,78,1,1000,500,Warning,Warning
25,46,0,1000,348,Warning,Warning
37,69,0,427,500,Safe,Danger
31,49,0,1000,500,Warning,Danger
28,60,1,1000,500,Warning,Warning
43,73,0,1000,500,Danger,Danger
22,79,1,1000,500,Warning,Warning
39,60,0,1000,500,Danger,Danger
42,79,1,1000,500,Danger,Danger
33,41,0,1000,500,Warning,Danger
39,59,1,1000,500,Warning,Danger
24,59,0,1000,500,Warning,Warning
31,33,0,656,500,Warning,Danger
29,95,0,789,500,Warning,Danger
45,59,1,1000,500,Warning,Danger
23,43,1,1000,500,Danger,Warning
28,64,0,1000,500,Warning,Warning
30,55,0,1000,500,Warning,Danger
34,92,1,1000,500,Warning,Danger
34,89,1,580,500,Danger,Danger
27,91,0,1000,500,Warning,Danger
42,54,0,1000,119,Warning,Danger
42,32,1,1000,500,Danger,Danger
33,90,1,1000,500,Danger,Danger
41,91,1,1000,500,Danger,Danger
25,78,1,1000,500,Danger,Warning
32,68,0,1000,500,Warning,Danger
33,49,1,454,500,Warning,Warning
23,64,1,1000,500,Safe,Warning
41,66,0,1000,500,Warning,Danger
27,39,0,1000,500,Warning,Warning
22,70,0,1000,500,Warning,Danger
29,84,0,654,500,Warning,Danger
40,56,1,158,500,Warning,Warning
44,49,1,1000,500,Warning,Danger
38,53,0,1000,500,Warning,Danger
45,54,1,1000,500,Danger,Danger
35,80,0,1000,500,Danger,Danger
45,83,0,1000,500,Warning,Danger
40,70,0,384,500,Warning,Danger
36,63,0,1000,500,Warning,Danger
29,63,1,1000,500,Warning,Warning
40,57,1,125,500,Warning,Warning
40,81,1,1000,500,Danger,Danger
43,46,1,1000,500,Danger,Danger
35,34,1,1000,500,Warning,Danger
24,32,1,1000,500,Warning,Warning
32,51,1,645,500,Warning,Warning
41,32,1,1000,500,Warning,Danger
44,56,1,1000,500,Warning,Danger
32,39,1,1000,500,Warning,Warning
22,35,1,1000,500,Warning,Warning
29,46,1,1000,500,Warning,Warning
39,48,0,1000,358,Warning,Danger
22,83,1,534,500,Warning,Danger
40,41,0,190,500,Warning,Danger
42,30,0,513,500,Warning,Danger
22,82,0,396,500,Warning,Danger
22,82,0,1000,500,Warning,Danger
29,84,1,1000,500,Warning,Danger
42,84,1,1000,500,Danger,Danger
29,32,0,1000,500,Warning,Warning
27,69,1,1000,500,Warning,Warning
32,87,1,607,500,Warning,Danger
40,50,1,1000,500,Danger,Danger
33,32,0,463,500,Safe,Danger
24,56,1,1000,265,Warning,Warning
30,47,1,1000,500,Warning,Warning
42,93,1,1000,500,Danger,Danger
45,38,0,1000,500,Warning,Danger
42,84,1,1000,500,Danger,Danger
43,53,0,278,211,Safe,Danger
45,33,1,1000,500,Danger,Danger
22,75,0,1000,140,Safe,Warning
33,30,1,1000,437,Warning,Warning
43,64,1,1000,500,Warning,Danger
38,66,0,1000,500,Warning,Danger
37,30,0,1000,500,Warning,Danger
38,74,1,1000,441,Warning,Danger
21,52,1,1000,500,Warning,Warning
26,57,0,530,500,Safe,Warning
20,64,1,1000,500,Warning,Warning
23,89,0,878,500,Danger,Danger
20,38,0,1000,500,Warning,Warning
26,51,0,1000,500,Warning,Warning
21,64,1,359,500,Warning,Warning
21,57,0,1000,500,Warning,Warning
28,44,1,245,500,Warning,Warning
20,80,1,207,500,Warning,Warning
23,73,0,1000,500,Danger,Danger
42,37,1,1000,437,Warning,Danger
42,48,0,1000,500,Warning,Danger
20,60,1,1000,500,Warning,Warning
40,62,0,1000,163,Warning,Danger
35,89,1,278,500,Danger,Danger
38,40,0,871,500,Warning,Danger
39,37,1,813,500,Warning,Danger
29,81,1,1000,500,Warning,Danger
36,42,0,1000,500,Warning,Danger
21,73,1,941,500,Warning,Warning
40,41,1,1000,500,Danger,Danger
33,30,1,1000,500,Danger,Warning
39,74,0,657,500,Warning,Danger
40,88,0,1000,500,Danger,Danger
39,82,0,1000,500,Warning,Danger
45,88,1,1000,500,Danger,Danger
41,81,0,1000,500,Danger,Danger
28,70,1,1000,500,Warning,Warning
24,82,0,979,500,Safe,Danger
27,41,0,1000,500,Warning,Warning
31,59,0,1000,500,Warning,Danger
23,90,0,1000,500,Danger,Danger
22,87,0,848,500,Warning,Danger
29,84,1,1000,500,Danger,Danger
44,39,0,1000,500,Warning,Danger
23,90,0,1000,500,Warning,Danger
40,93,0,376,500,Warning,Danger
32,47,1,465,500,Safe,Warning
26,87,0,704,500,Warning,Danger
20,74,0,180,500,Warning,Warning
21,31,1,1000,500,Danger,Warning
35,31,1,238,500,Warning,Danger
44,94,1,398,500,Danger,Danger
33,69,1,1000,500,Danger,Danger
27,71,1,655,500,Warning,Warning
26,61,1,613,500,Warning,Warning
40,48,0,1000,373,Warning,Danger
38,55,0,1000,500,Danger,Danger
21,82,0,1000,500,Warning,Danger
35,35,1,1000,500,Danger,Danger
44,36,1,815,225,Warning,Danger
39,44,1,1000,500,Danger,Danger
36,44,0,1000,500,Warning,Danger
39,60,1,1000,500,Danger,Danger
40,73,0,504,500,Warning,Danger
43,91,0,1000,500,Danger,Danger
42,36,1,883,500,Danger,Danger
31,90,0,1000,500,Danger,Danger
31,71,1,1000,169,Warning,Danger
27,63,1,865,500,Safe,Warning
44,50,0,1000,500,Danger,Danger
37,67,1,1000,500,Danger,Danger
28,78,1,708,500,Warning,Warning
40,91,0,273,500,Warning,Danger
39,92,0,1000,500,Danger,Danger
44,36,1,1000,409,Warning,Danger
28,90,0,608,162,Safe,Danger
24,51,0,1000,500,Warning,Warning
32,85,1,941,500,Warning,Danger
28,46,1,1000,500,Warning,Warning
23,79,1,1000,419,Warning,Warning
35,93,1,585,277,Warning,Danger
42,50,0,1000,500,Warning,Danger
28,37,1,656,500,Warning,Warning
41,94,1,1000,500,Danger,Danger
36,51,1,1000,500,Warning,Danger
21,80,0,1000,500,Warning,Danger
20,36,0,1000,500,Warning,Warning
31,75,1,1000,500,Warning,Danger
21,64,0,1000,500,Warning,Warning
36,37,0,1000,500,Warning,Danger
34,60,0,1000,500,Warning,Danger
36,53,0,1000,500,Warning,Danger
27,95,0,350,500,Warning,Danger
37,38,1,1000,335,Warning,Danger
43,42,0,1000,500,Danger,Danger
21,74,0,1000,500,Warning,Danger
33,57,1,1000,500,Warning,Warning
27,62,0,1000,500,Warning,Warning
26,71,1,829,500,Warning,Warning
35,48,1,1000,319,Safe,Danger
43,71,1,1000,500,Danger,Danger
37,67,1,1000,500,Warning,Danger
34,51,1,1000,500,Danger,Warning
37,39,1,1000,500,Warning,Danger
34,40,0,350,500,Warning,Danger
39,56,0,886,500,Warning,Danger
30,70,0,1000,447,Warning,Danger
32,51,0,169,198,Safe,Warning
45,87,0,982,500,Warning,Danger
34,86,1,825,500,Warning,Danger
30,88,1,1000,500,Danger,Danger
25,37,0,762,500,Safe,Warning
34,55,0,1000,500,Warning,Danger
21,36,1,1000,500,Warning,Warning
28,45,1,1000,500,Warning,Warning
30,89,1,1000,138,Warning,Danger
39,91,0,1000,500,Danger,Danger
21,56,1,1000,256,Safe,Warning
37,36,0,427,500,Safe,Danger
42,76,0,1000,500,Danger,Danger
41,39,1,1000,500,Danger,Danger
42,63,1,1000,500,Warning,Danger
31,58,1,1000,438,Warning,Warning
32,34,0,1000,181,Warning,Danger
44,31,0,1000,500,Danger,Danger
45,45,1,1000,500,Danger,Danger
41,69,0,254,500,Warning,Danger
21,80,1,1000,500,Danger,Danger
30,78,0,1000,500,Warning,Danger
44,46,1,1000,500,Danger,Danger
42,79,0,1000,384,Warning,Danger
25,63,1,1000,500,Warning,Warning
28,57,0,1000,500,Danger,Warning
40,41,0,168,500,Warning,Danger
36,35,0,1000,500,Warning,Danger
26,91,0,969,500,Warning,Danger
29,85,1,1000,500,Danger,Danger
41,95,0,1000,500,Danger,Danger
26,61,0,1000,500,Warning,Warning
31,84,1,225,500,Warning,Danger
35,92,1,1000,500,Danger,Danger
34,73,1,1000,500,Danger,Danger
42,88,1,1000,500,Danger,Danger
32,77,0,1000,500,Warning,Danger
32,38,0,393,500,Warning,Danger
42,79,1,1000,477,Danger,Danger
39,76,0,1000,500,Danger,Danger
38,78,1,1000,500,Warning,Danger
43,51,1,1000,500,Warning,Danger
33,53,0,1000,500,Warning,Danger
43,80,1,1000,500,Danger,Danger
26,72,1,1000,500,Warning,Warning
39,37,1,1000,207,Warning,Danger
34,52,0,747,500,Safe,Danger
39,95,0,1000,500,Danger,Danger
42,74,0,1000,500,Danger,Danger
33,47,1,1000,496,Warning,Warning
26,79,0,848,500,Warning,Danger
38,58,1,700,500,Warning,Danger
21,91,1,1000,500,Warning,Danger
30,87,1,752,500,Warning,Danger
42,93,1,1000,500,Danger,Danger
22,65,1,835,500,Warning,Warning
27,41,1,1000,500,Warning,Warning
36,54,0,1000,500,Safe,Danger
31,39,0,1000,500,Safe,Danger
37,78,0,1000,500,Danger,Danger
26,50,1,804,472,Warning,Warning
34,39,1,1000,500,Danger,Warning
28,64,1,835,500,Warning,Warning
34,87,0,250,500,Warning,Danger
20,55,1,122,214,Safe,Safe
43,84,0,1000,500,Danger,Danger
21,60,1,1000,500,Warning,Warning
39,46,0,1000,500,Warning,Danger
26,85,1,1000,500,Danger,Danger
38,76,1,1000,500,Danger,Danger
38,30,0,1000,500,Danger,Danger
20,33,1,123,500,Safe,Safe
35,87,0,1000,500,Warning,Danger
35,86,1,352,500,Warning,Danger
28,73,0,1000,500,Warning,Danger
32,81,1,1000,500,Danger,Danger
21,63,1,629,500,Warning,Warning
28,37,1,1000,500,Warning,Warning
22,36,0,1000,500,Warning,Warning
38,48,0,669,500,Warning,Danger
40,56,1,1000,500,Danger,Danger
22,59,1,1000,500,Warning,Warning
29,80,0,1000,488,Warning,Danger
41,47,0,1000,500,Danger,Danger
34,50,0,1000,500,Warning,Danger
34,51,1,960,500,Warning,Warning
35,69,1,1000,500,Danger,Danger
34,30,1,1000,500,Danger,Warning
26,39,1,762,500,Safe,Warning
42,80,1,1000,500,Danger,Danger
35,55,0,1000,500,Warning,Danger
20,45,0,170,245,Safe,Warning
32,33,1,878,500,Warning,Warning
27,32,1,1000,500,Warning,Warning
43,40,1,1000,500,Danger,Danger
31,74,0,1000,500,Safe,Danger
29,34,0,363,500,Safe,Warning
25,48,1,1000,500,Safe,Warning
41,73,0,1000,500,Warning,Danger
40,88,0,1000,500,Danger,Danger
26,88,1,1000,354,Warning,Danger
24,51,0,1000,500,Warning,Warning
21,33,0,1000,222,Safe,Warning
29,55,0,365,136,Safe,Warning
25,57,1,1000,500,Warning,Warning
34,39,0,1000,500,Warning,Danger
36,59,1,1000,500,Warning,Danger
20,67,0,109,500,Safe,Warning
27,32,1,1000,500,Warning,Warning
42,52,0,1000,215,Warning,Danger
22,59,1,1000,500,Warning,Warning
25,45,0,1000,500,Warning,Warning
22,79,1,1000,500,Danger,Warning
33,79,0,1000,500,Danger,Danger
34,48,1,1000,500,Warning,Warning
33,46,0,1000,500,Safe,Danger
40,78,1,1000,500,Danger,Danger
31,58,0,1000,500,Warning,Danger
28,93,1,1000,500,Danger,Danger
26,61,0,1000,500,Warning,Warning
36,79,0,1000,500,Danger,Danger
21,66,1,1000,500,Warning,Warning
33,92,1,1000,500,Danger,Danger
29,32,1,1000,500,Danger,Warning
40,83,1,1000,500,Danger,Danger
29,43,0,228,500,Safe,Warning
30,89,1,1000,500,Warning,Danger
25,90,0,1000,301,Warning,Danger
20,87,0,1000,500,Warning,Danger
21,61,1,899,500,Warning,Warning
36,47,1,1000,500,Warning,Danger
31,69,0,1000,500,Danger,Danger
21,39,0,1000,500,Warning,Warning
44,72,1,745,500,Warning,Danger
20,48,1,1000,500,Warning,Warning
36,75,0,915,500,Warning,Danger
36,79,1,1000,500,Danger,Danger
28,77,1,1000,500,Warning,Warning
45,91,0,1000,500,Danger,Danger
30,41,1,1000,141,Warning,Warning
33,72,0,780,500,Warning,Danger
39,65,0,1000,500,Danger,Danger
26,83,0,1000,500,Warning,Danger
40,60,1,1000,449,Warning,Danger
24,85,1,1000,372,Warning,Danger
34,49,1,1000,500,Danger,Warning
20,50,0,1000,500,Warning,Warning
36,71,1,1000,500,Danger,Danger
25,73,0,1000,500,Warning,Danger
38,69,0,449,266,Safe,Danger
31,57,0,1000,161,Warning,Danger
30,77,1,1000,500,Warning,Danger
21,64,0,1000,500,Warning,Warning
26,59,0,586,500,Safe,Warning
45,58,0,1000,500,Warning,Danger
26,35,0,1000,500,Warning,Warning
39,45,0,285,500,Safe,Danger
40,61,1,330,500,Warning,Danger
28,63,1,1000,500,Warning,Warning
24,34,0,577,500,Safe,Warning
23,77,0,1000,500,Warning,Danger
30,92,0,1000,500,Warning,Danger
38,37,1,638,500,Warning,Danger
39,56,1,1000,500,Danger,Danger
35,56,0,1000,500,Warning,Danger
45,59,0,704,500,Warning,Danger
44,69,0,433,500,Warning,Danger
20,51,1,1000,500,Warning,Warning
26,89,0,838,500,Warning,Danger
34,72,1,559,500,Warning,Danger
41,68,1,1000,500,Danger,Danger
24,67,0,352,500,Warning,Danger
24,55,0,1000,500,Warning,Warning
20,57,1,1000,500,Danger,Warning
28,90,0,974,500,Warning,Danger
40,60,0,1000,500,Warning,Danger
31,91,0,1000,331,Warning,Danger
45,54,0,574,500,Warning,Danger
45,40,1,1000,212,Warning,Danger
31,84,0,1000,500,Warning,Danger
37,42,0,1000,500,Warning,Danger
37,93,0,124,500,Warning,Danger
24,52,0,1000,500,Warning,Warning
25,94,1,1000,500,Danger,Danger
28,36,1,1000,500,Warning,Warning
22,43,0,1000,500,Warning,Warning
34,55,1,1000,500,Warning,Warning
32,89,0,1000,500,Danger,Danger
37,59,0,1000,500,Warning,Danger
28,83,0,1000,500,Warning,Danger
20,80,1,1000,500,Danger,Danger
43,65,1,1000,500,Warning,Danger
29,89,1,1000,500,Warning,Danger
21,51,1,1000,500,Safe,Warning
27,74,0,1000,500,Warning,Danger
43,89,1,1000,500,Danger,Danger
25,64,0,478,500,Warning,Warning
27,37,0,1000,500,Warning,Warning
45,35,0,1000,500,Danger,Danger
23,83,1,116,500,Warning,Warning
37,65,1,1000,500,Warning,Danger
36,35,1,1000,500,Warning,Danger
26,85,1,1000,500,Danger,Danger
35,40,0,1000,500,Danger,Danger
44,84,1,1000,500,Danger,Danger
33,54,0,1000,500,Warning,Danger
20,54,0,1000,500,Warning,Warning
24,80,0,1000,500,Warning,Danger
22,86,1,1000,500,Danger,Danger
27,78,1,1000,500,Warning,Warning
31,73,0,1000,500,Warning,Danger
36,87,0,572,500,Warning,Danger
28,70,0,1000,500,Danger,Danger
42,49,0,1000,500,Danger,Danger
43,79,0,1000,500,Danger,Danger
26,72,1,1000,500,Danger,Warning
24,87,1,1000,500,Warning,Danger
22,41,0,1000,500,Warning,Warning
30,42,1,575,500,Warning,Warning
33,56,0,1000,500,Warning,Danger
42,64,1,1000,271,Warning,Danger
38,52,0,1000,500,Warning,Danger
31,47,0,1000,500,Warning,Danger
30,34,1,1000,500,Warning,Warning
40,90,0,1000,500,Danger,Danger
30,56,0,497,500,Warning,Danger
31,33,1,1000,500,Warning,Warning
34,47,0,1000,500,Safe,Danger
35,86,1,963,500,Warning,Danger
30,41,1,441,500,Warning,Warning
25,90,0,1000,500,Warning,Danger
43,72,1,1000,500,Danger,Danger
26,57,1,1000,500,Warning,Warning
35,90,0,1000,500,Warning,Danger
28,80,1,1000,500,Danger,Danger
42,48,1,686,431,Warning,Danger
34,77,0,689,500,Warning,Danger
42,67,1,1000,500,Danger,Danger
42,41,1,1000,500,Warning,Danger
42,52,0,1000,500,Warning,Danger
31,30,1,1000,500,Warning,Warning
40,58,0,934,365,Safe,Danger
20,74,1,1000,500,Warning,Warning
23,84,0,1000,500,Warning,Danger
32,85,0,1000,500,Danger,Danger
38,86,0,1000,500,Danger,Danger
28,90,0,1000,500,Warning,Danger
39,62,0,1000,500,Danger,Danger
37,56,1,1000,500,Danger,Danger
32,73,0,295,500,Warning,Danger
44,93,1,1000,500,Danger,Danger
39,90,0,1000,500,Danger,Danger
21,87,1,1000,500,Warning,Danger
37,54,1,186,500,Warning,Warning
36,76,0,1000,500,Warning,Danger
24,81,1,1000,500,Danger,Danger
42,60,1,1000,500,Danger,Danger
35,72,0,1000,500,Warning,Danger
26,55,0,1000,500,Warning,Warning
45,69,0,370,500,Warning,Danger
27,53,1,1000,500,Danger,Warning
37,75,0,1000,500,Danger,Danger
23,60,1,1000,500,Danger,Warning
28,93,0,841,500,Warning,Danger
24,36,1,1000,500,Warning,Warning
40,41,1,1000,121,Warning,Warning
35,74,0,441,500,Warning,Danger
23,51,1,111,500,Safe,Safe
28,35,1,693,500,Safe,Warning
21,47,1,1000,500,Warning,Warning
25,82,1,1000,500,Warning,Danger
34,85,1,183,500,Warning,Danger
38,68,1,1000,500,Danger,Danger
39,36,1,1000,500,Warning,Danger
37,92,0,1000,500,Danger,Danger
21,31,1,1000,500,Warning,Warning
43,54,1,1000,243,Warning,Danger
32,52,1,1000,500,Warning,Warning
23,55,1,1000,500,Danger,Warning
31,58,0,774,500,Warning,Danger
37,54,0,1000,500,Warning,Danger
43,47,0,150,500,Warning,Danger
39,58,0,1000,500,Warning,Danger
38,59,0,1000,316,Warning,Danger
44,79,0,1000,500,Danger,Danger
37,57,1,1000,500,Warning,Danger
42,81,1,816,500,Warning,Danger
45,91,0,930,500,Danger,Danger
43,38,0,1000,500,Warning,Danger
20,45,0,1000,500,Warning,Warning
40,30,1,1000,500,Warning,Danger
33,70,1,1000,500,Danger,Danger
36,59,0,1000,500,Warning,Danger
33,52,0,1000,196,Safe,Danger
25,51,1,312,500,Warning,Warning
26,45,0,1000,500,Warning,Warning
27,94,0,616,500,Warning,Danger
24,38,1,1000,500,Danger,Warning
32,72,0,802,500,Warning,Danger
45,69,0,1000,500,Danger,Danger
23,74,1,1000,500,Danger,Warning
26,33,0,1000,500,Warning,Warning
26,48,0,1000,500,Safe,Warning
35,35,0,1000,500,Warning,Danger
30,39,0,1000,500,Safe,Danger
29,66,0,748,500,Warning,Danger
40,78,0,1000,500,Danger,Danger
36,89,0,1000,500,Danger,Danger
38,60,1,231,500,Warning,Danger
24,46,1,1000,500,Warning,Warning
33,71,1,1000,500,Warning,Danger
42,50,0,1000,500,Warning,Danger
43,94,0,1000,500,Danger,Danger
38,80,0,1000,500,Warning,Danger
28,61,0,1000,500,Warning,Warning
37,56,0,1000,500,Warning,Danger
45,51,0,1000,500,Danger,Danger
42,89,1,1000,219,Danger,Danger
24,49,1,1000,500,Warning,Warning
42,39,1,1000,500,Danger,Danger
32,54,1,1000,500,Warning,Warning
44,85,1,1000,500,Danger,Danger
36,85,1,1000,500,Danger,Danger
28,92,0,1000,500,Warning,Danger
45,87,0,1000,500,Danger,Danger
45,61,0,1000,500,Warning,Danger
23,93,0,239,500,Warning,Danger
29,34,0,618,500,Warning,Warning
30,58,0,1000,500,Warning,Danger
30,60,1,1000,500,Warning,Warning
30,87,0,1000,500,Warning,Danger
29,40,1,1000,500,Warning,Warning
31,81,1,1000,500,Warning,Danger
30,84,0,249,500,Warning,Danger
34,73,1,1000,500,Danger,Danger
26,47,1,1000,500,Warning,Warning
22,87,1,152,500,Warning,Warning
21,76,1,1000,500,Warning,Warning
34,33,1,582,500,Warning,Warning
38,88,0,1000,500,Danger,Danger
32,59,0,1000,500,Safe,Danger
25,58,0,1000,500,Warning,Warning
31,55,1,765,500,Warning,Warning
22,39,1,1000,500,Warning,Warning
27,79,1,1000,500,Warning,Warning
20,44,1,1000,500,Warning,Warning
35,91,1,1000,500,Danger,Danger
20,42,1,1000,500,Warning,Warning
36,34,1,1000,500,Warning,Danger
42,62,1,1000,500,Danger,Danger
38,87,0,1000,500,Danger,Danger
34,64,0,1000,500,Danger,Danger
25,42,0,1000,500,Warning,Warning
32,70,0,110,500,Safe,Warning
29,77,1,1000,500,Warning,Warning
29,77,0,1000,500,Danger,Danger
39,80,0,847,500,Danger,Danger
39,65,1,1000,256,Warning,Danger
40,42,1,896,500,Warning,Danger
33,92,0,1000,500,Warning,Danger
35,57,0,1000,500,Warning,Danger
21,69,1,1000,500,Danger,Warning
37,81,0,517,500,Warning,Danger
35,40,0,1000,247,Warning,Danger
42,60,1,1000,500,Danger,Danger
35,63,0,1000,500,Warning,Danger
22,75,1,1000,500,Warning,Warning
20,55,1,1000,500,Warning,Warning
39,51,1,1000,500,Danger,Danger
34,56,0,1000,500,Danger,Danger
44,44,0,1000,500,Warning,Danger
32,42,0,1000,500,Warning,Danger
29,49,0,1000,500,Warning,Warning
44,89,0,1000,500,Warning,Danger
20,45,0,1000,500,Warning,Warning
43,44,1,1000,500,Danger,Danger
27,88,1,1000,500,Danger,Danger
36,62,0,1000,500,Warning,Danger
22,35,0,913,500,Safe,Warning
26,83,0,752,500,Warning,Danger
31,73,0,1000,500,Warning,Danger
41,78,0,1000,500,Danger,Danger
43,32,1,1000,500,Danger,Danger
45,60,0,1000,500,Warning,Danger
21,65,1,611,500,Warning,Warning
28,39,0,594,500,Safe,Warning
27,42,0,1000,159,Safe,Warning
39,49,1,1000,500,Warning,Danger
45,43,1,918,500,Warning,Danger
43,80,0,203,500,Danger,Danger
30,38,1,1000,500,Warning,Warning
22,81,1,1000,500,Danger,Danger
43,90,0,1000,500,Danger,Danger
45,61,0,769,500,Warning,Danger
32,90,1,1000,500,Danger,Danger
38,85,1,1000,500,Danger,Danger
44,42,1,1000,500,Danger,Danger
28,58,1,611,500,Warning,Warning
33,90,1,1000,500,Danger,Danger
24,56,1,842,500,Warning,Warning
22,90,1,1000,500,Danger,Danger
25,91,1,752,500,Warning,Danger
36,45,0,1000,500,Warning,Danger
22,65,0,1000,500,Warning,Danger
30,93,1,1000,500,Danger,Danger
32,71,1,688,500,Warning,Danger
30,72,0,785,298,Safe,Danger
26,76,1,373,500,Warning,Warning
23,58,1,1000,500,Warning,Warning
20,92,0,1000,500,Danger,Danger
26,76,1,1000,500,Danger,Warning
35,69,0,271,500,Warning,Danger
30,85,1,1000,500,Warning,Danger
29,89,0,1000,500,Danger,Danger
36,68,0,1000,500,Warning,Danger
44,85,0,834,500,Warning,Danger
29,56,1,1000,500,Warning,Warning
45,65,0,1000,500,Danger,Danger
41,87,1,1000,500,Danger,Danger
45,80,1,604,500,Danger,Danger
21,36,0,427,500,Safe,Warning
43,60,0,1000,500,Warning,Danger
29,56,0,1000,500,Safe,Warning
33,82,0,932,500,Warning,Danger
25,46,1,1000,500,Danger,Warning
31,83,1,1000,500,Danger,Danger
40,91,1,1000,500,Danger,Danger
23,65,0,1000,500,Warning,Danger
42,87,0,109,142,Warning,Danger
22,49,1,1000,363,Warning,Warning
42,63,1,219,500,Danger,Warning
21,57,0,1000,500,Warning,Warning
35,32,1,1000,500,Warning,Danger
29,84,0,1000,500,Warning,Danger
24,54,0,1000,500,Warning,Warning
42,92,0,1000,500,Danger,Danger
38,35,0,1000,500,Warning,Danger
35,43,1,1000,500,Danger,Danger
42,60,1,570,500,Warning,Danger
22,60,1,1000,500,Danger,Warning
31,66,1,1000,500,Warning,Danger
36,33,1,763,500,Warning,Danger
22,82,0,1000,500,Warning,Danger
24,48,0,1000,500,Warning,Warning
40,73,0,1000,500,Danger,Danger
26,93,0,290,500,Warning,Danger
39,46,1,561,500,Warning,Danger
41,57,1,736,500,Warning,Danger
40,66,1,1000,500,Danger,Danger
34,73,0,1000,500,Danger,Danger
21,34,0,1000,500,Warning,Warning
45,79,0,440,500,Warning,Danger
30,37,0,578,500,Safe,Danger
39,87,1,422,500,Danger,Danger
25,86,1,1000,218,Warning,Danger
23,95,0,1000,500,Warning,Danger
22,33,1,1000,500,Warning,Warning
39,38,1,1000,355,Warning,Danger
21,31,1,1000,500,Warning,Warning
24,94,1,1000,500,Warning,Danger
30,80,0,1000,500,Danger,Danger
31,37,0,1000,500,Warning,Danger
45,59,0,1000,500,Warning,Danger
28,93,1,1000,500,Warning,Danger
22,86,0,1000,500,Warning,Danger
22,87,1,322,500,Warning,Danger
33,37,0,966,500,Warning,Danger
26,30,0,1000,500,Warning,Warning
33,56,0,1000,500,Warning,Danger
35,33,0,1000,500,Warning,Danger
30,35,1,1000,500,Safe,Warning
28,79,1,1000,500,Warning,Warning
28,62,0,508,500,Safe,Warning
35,44,1,1000,500,Danger,Danger
21,63,1,1000,206,Warning,Warning
32,94,0,1000,500,Danger,Danger
33,75,0,1000,500,Warning,Danger
44,34,0,1000,500,Danger,Danger
36,54,0,1000,500,Danger,Danger
