temperature,humidity,motion,light,gas,aqi,sound,risk,timestamp
43,80,0,Bright,1056,478,Low,Warning,2026-05-11 08:47:12
31,37,0,Dark,1341,1236,High,Warning,2026-05-11 08:48:12
45,46,1,Dim,2277,323,Low,Warning,2026-05-11 08:49:12
24,80,1,Dim,3259,371,Medium,Warning,2026-05-11 08:50:12
29,75,1,Bright,3308,3475,Low,Danger,2026-05-11 08:51:12
23,39,0,Dark,609,978,High,Normal,2026-05-11 08:52:12
45,82,0,Dim,2575,2886,High,Danger,2026-05-11 08:53:12
24,45,0,Bright,3044,1582,Medium,Warning,2026-05-11 08:54:12
34,70,0,Bright,148,2635,High,Warning,2026-05-11 08:55:12
41,81,1,Dark,3409,2079,High,Danger,2026-05-11 08:56:12
43,37,0,Bright,1005,2722,High,Warning,2026-05-11 08:57:12
35,60,1,Bright,1816,2514,Medium,Warning,2026-05-11 08:58:12
30,31,1,Dark,504,3055,High,Warning,2026-05-11 08:59:12
32,70,1,Bright,3395,1543,Low,Warning,2026-05-11 09:00:12
25,45,0,Dim,1972,1266,Low,Normal,2026-05-11 09:01:12
35,83,1,Dim,3194,201,Medium,Warning,2026-05-11 09:02:12
21,80,1,Dim,390,269,Medium,Normal,2026-05-11 09:03:12
26,72,1,Dim,2287,879,Medium,Warning,2026-05-11 09:04:12
36,85,1,Dim,2135,3039,Medium,Danger,2026-05-11 09:05:12
39,61,1,Dark,3093,1467,Medium,Danger,2026-05-11 09:06:12
40,90,1,Dim,1604,731,Medium,Danger,2026-05-11 09:07:12
28,38,1,Dark,699,1131,High,Warning,2026-05-11 09:08:12
41,83,1,Dim,2765,296,High,Danger,2026-05-11 09:09:12
25,32,0,Bright,2744,1917,Medium,Warning,2026-05-11 09:10:12
28,92,0,Dim,1637,1883,Medium,Warning,2026-05-11 09:11:12
38,51,1,Bright,678,564,Medium,Normal,2026-05-11 09:12:12
24,40,0,Dark,248,837,Medium,Normal,2026-05-11 09:13:12
20,69,0,Dim,1976,241,Low,Normal,2026-05-11 09:14:12
40,60,1,Dark,139,713,Medium,Warning,2026-05-11 09:15:12
44,54,0,Dim,3183,409,Medium,Warning,2026-05-11 09:16:12
22,79,1,Bright,446,442,Medium,Normal,2026-05-11 09:17:12
42,46,1,Bright,1797,3222,Medium,Danger,2026-05-11 09:18:12
45,90,0,Dark,2433,978,High,Danger,2026-05-11 09:19:12
33,91,1,Dim,2958,3185,High,Danger,2026-05-11 09:20:12
26,57,0,Bright,3311,411,Low,Normal,2026-05-11 09:21:12
45,94,0,Bright,2173,2639,Medium,Danger,2026-05-11 09:22:12
21,60,1,Dim,2671,3164,Low,Warning,2026-05-11 09:23:12
37,45,1,Bright,1704,500,Low,Warning,2026-05-11 09:24:12
20,77,1,Bright,1157,1296,High,Warning,2026-05-11 09:25:12
32,80,1,Dim,2668,1971,Medium,Warning,2026-05-11 09:26:12
32,33,0,Dim,1479,1671,High,Warning,2026-05-11 09:27:12
37,36,0,Dark,1214,893,High,Warning,2026-05-11 09:28:12
44,34,1,Bright,978,2504,High,Danger,2026-05-11 09:29:12
31,63,1,Dim,2585,1667,Medium,Warning,2026-05-11 09:30:12
20,51,1,Bright,2874,874,Medium,Warning,2026-05-11 09:31:12
44,89,1,Bright,1271,1311,High,Danger,2026-05-11 09:32:12
21,52,1,Dark,547,1205,Low,Normal,2026-05-11 09:33:12
22,62,1,Bright,3021,2963,Medium,Warning,2026-05-11 09:34:12
26,68,0,Bright,910,287,Low,Normal,2026-05-11 09:35:12
27,82,0,Bright,146,1199,High,Normal,2026-05-11 09:36:12
33,43,1,Bright,2555,3287,Medium,Danger,2026-05-11 09:37:12
26,60,1,Bright,1434,616,Low,Normal,2026-05-11 09:38:12
37,75,1,Bright,1935,3407,Low,Danger,2026-05-11 09:39:12
21,68,0,Bright,2224,155,Medium,Normal,2026-05-11 09:40:12
41,55,0,Dark,3135,2892,Low,Danger,2026-05-11 09:41:12
35,60,1,Dim,2061,3354,Low,Danger,2026-05-11 09:42:12
21,39,0,Bright,1713,433,High,Normal,2026-05-11 09:43:12
43,51,0,Bright,757,1778,Low,Warning,2026-05-11 09:44:12
20,85,1,Dim,3080,882,Medium,Warning,2026-05-11 09:45:12
21,53,0,Dim,2868,1085,Low,Warning,2026-05-11 09:46:12
21,87,0,Bright,2775,2530,Medium,Danger,2026-05-11 09:47:12
27,32,1,Dark,910,1522,Medium,Warning,2026-05-11 09:48:12
44,62,1,Dim,1329,1929,Low,Warning,2026-05-11 09:49:12
23,82,0,Dim,1439,2189,High,Warning,2026-05-11 09:50:12
36,83,1,Dim,2163,3251,High,Danger,2026-05-11 09:51:12
28,63,1,Dark,2905,2078,High,Danger,2026-05-11 09:52:12
23,89,1,Dark,2498,2485,Medium,Danger,2026-05-11 09:53:12
34,67,0,Dark,1203,1122,Medium,Warning,2026-05-11 09:54:12
27,83,1,Bright,1073,3476,Medium,Warning,2026-05-11 09:55:12
24,32,0,Dim,3259,2028,Low,Warning,2026-05-11 09:56:12
37,63,1,Bright,107,1566,Medium,Warning,2026-05-11 09:57:12
34,52,1,Dark,178,2370,Medium,Warning,2026-05-11 09:58:12
41,91,0,Dark,3346,1416,Medium,Danger,2026-05-11 09:59:12
45,90,1,Bright,629,2904,Medium,Danger,2026-05-11 10:00:12
34,94,0,Dim,2295,681,Medium,Warning,2026-05-11 10:01:12
39,91,1,Dim,2293,1309,High,Danger,2026-05-11 10:02:12
21,73,1,Bright,1686,1215,Low,Warning,2026-05-11 10:03:12
40,41,0,Dark,3264,2035,High,Danger,2026-05-11 10:04:12
27,94,1,Dim,1206,1806,Medium,Warning,2026-05-11 10:05:12
29,87,1,Dark,2826,2311,Medium,Danger,2026-05-11 10:06:12
20,40,0,Bright,1441,2473,Low,Warning,2026-05-11 10:07:12
20,80,0,Dim,1890,2336,High,Warning,2026-05-11 10:08:12
33,59,0,Dark,2820,712,High,Warning,2026-05-11 10:09:12
41,44,1,Dark,3237,2626,High,Danger,2026-05-11 10:10:12
23,32,0,Dim,3172,452,High,Warning,2026-05-11 10:11:12
32,42,0,Bright,1386,319,Low,Normal,2026-05-11 10:12:12
38,83,1,Bright,1128,878,Medium,Warning,2026-05-11 10:13:12
37,52,1,Dim,2222,952,Low,Warning,2026-05-11 10:14:12
38,45,0,Dark,686,3343,Medium,Warning,2026-05-11 10:15:12
45,36,0,Dark,1604,1304,Medium,Warning,2026-05-11 10:16:12
20,53,1,Dim,177,116,Medium,Normal,2026-05-11 10:17:12
27,84,0,Bright,1566,1277,Low,Warning,2026-05-11 10:18:12
20,47,0,Dark,1936,2834,Medium,Warning,2026-05-11 10:19:12
26,63,1,Dim,284,237,Low,Normal,2026-05-11 10:20:12
41,89,0,Dark,2444,1698,Medium,Danger,2026-05-11 10:21:12
38,34,0,Dark,2066,3325,Medium,Danger,2026-05-11 10:22:12
27,68,0,Dim,170,612,High,Normal,2026-05-11 10:23:12
38,87,1,Bright,456,1856,Medium,Warning,2026-05-11 10:24:12
41,94,0,Dim,1160,3076,High,Danger,2026-05-11 10:25:12
28,54,0,Dark,2678,2227,Low,Warning,2026-05-11 10:26:12
38,64,1,Dark,1813,1912,High,Danger,2026-05-11 10:27:12
30,58,1,Dim,2295,2220,High,Warning,2026-05-11 10:28:12
45,78,0,Bright,933,1526,Low,Warning,2026-05-11 10:29:12
30,74,0,Bright,420,3088,Medium,Warning,2026-05-11 10:30:12
42,36,0,Dark,792,893,Low,Warning,2026-05-11 10:31:12
36,62,0,Dim,1957,2391,Low,Warning,2026-05-11 10:32:12
24,36,1,Bright,308,1183,High,Normal,2026-05-11 10:33:12
42,75,0,Dim,1983,3343,Low,Danger,2026-05-11 10:34:12
41,32,1,Dark,2653,1552,Low,Danger,2026-05-11 10:35:12
34,53,1,Dim,560,1328,Medium,Normal,2026-05-11 10:36:12
42,88,1,Bright,1938,1558,Medium,Danger,2026-05-11 10:37:12
25,78,1,Dim,1622,3489,Low,Warning,2026-05-11 10:38:12
21,51,1,Dark,705,165,Low,Normal,2026-05-11 10:39:12
43,84,0,Dim,2692,2976,Low,Danger,2026-05-11 10:40:12
40,56,0,Bright,2271,1494,High,Warning,2026-05-11 10:41:12
35,82,0,Dark,1887,1018,Low,Warning,2026-05-11 10:42:12
36,72,0,Dim,3305,2144,Low,Warning,2026-05-11 10:43:12
20,92,1,Bright,2240,143,High,Warning,2026-05-11 10:44:12
24,47,0,Bright,205,2367,Low,Normal,2026-05-11 10:45:12
39,63,1,Dark,635,563,Medium,Warning,2026-05-11 10:46:12
23,59,1,Bright,3452,3355,Low,Warning,2026-05-11 10:47:12
28,74,1,Dim,528,1108,Low,Normal,2026-05-11 10:48:12
31,40,1,Dim,2190,1839,Low,Warning,2026-05-11 10:49:12
30,39,0,Dark,2377,238,High,Warning,2026-05-11 10:50:12
26,56,0,Dark,1129,2549,Medium,Warning,2026-05-11 10:51:12
38,68,1,Dim,142,2540,Medium,Warning,2026-05-11 10:52:12
31,93,0,Dark,2932,3477,High,Danger,2026-05-11 10:53:12
34,46,0,Dim,2594,1498,High,Warning,2026-05-11 10:54:12
42,38,0,Dim,2232,400,High,Warning,2026-05-11 10:55:12
43,92,1,Bright,202,3254,High,Danger,2026-05-11 10:56:12
36,34,1,Dim,1623,2401,Low,Warning,2026-05-11 10:57:12
21,77,1,Dark,3170,1539,Medium,Danger,2026-05-11 10:58:12
36,77,0,Dark,2360,1896,High,Danger,2026-05-11 10:59:12
36,73,1,Dark,1192,1273,High,Warning,2026-05-11 11:00:12
41,52,1,Dim,1992,1570,Medium,Warning,2026-05-11 11:01:12
40,87,1,Dark,451,1677,High,Danger,2026-05-11 11:02:12
37,30,0,Dim,2909,3300,Low,Warning,2026-05-11 11:03:12
39,36,0,Bright,2163,530,Low,Warning,2026-05-11 11:04:12
27,86,1,Dim,3079,1854,Medium,Danger,2026-05-11 11:05:12
31,52,0,Bright,649,2845,High,Warning,2026-05-11 11:06:12
42,51,0,Dim,788,2894,High,Warning,2026-05-11 11:07:12
22,90,0,Dark,3090,2286,Low,Danger,2026-05-11 11:08:12
25,34,0,Dim,489,1035,Low,Normal,2026-05-11 11:09:12
22,54,1,Dark,2256,995,High,Warning,2026-05-11 11:10:12
31,85,1,Dim,3324,3393,High,Danger,2026-05-11 11:11:12
41,60,0,Bright,2697,118,High,Warning,2026-05-11 11:12:12
23,92,1,Dark,622,2225,Medium,Warning,2026-05-11 11:13:12
20,77,0,Dim,943,2473,Low,Warning,2026-05-11 11:14:12
23,64,1,Bright,2216,3332,High,Danger,2026-05-11 11:15:12
24,33,0,Dim,803,3379,Medium,Warning,2026-05-11 11:16:12
20,75,0,Dark,3010,840,High,Warning,2026-05-11 11:17:12
37,74,0,Dim,2138,1418,Medium,Warning,2026-05-11 11:18:12
32,52,0,Dim,1358,230,Low,Normal,2026-05-11 11:19:12
45,30,0,Dim,1313,845,High,Warning,2026-05-11 11:20:12
35,64,0,Dark,2274,2356,High,Danger,2026-05-11 11:21:12
43,78,0,Bright,1892,1105,Medium,Warning,2026-05-11 11:22:12
40,58,1,Dim,3363,1854,Medium,Danger,2026-05-11 11:23:12
29,94,1,Bright,1378,1727,Low,Warning,2026-05-11 11:24:12
31,59,1,Dim,3365,899,Medium,Warning,2026-05-11 11:25:12
30,71,0,Dim,235,622,Medium,Normal,2026-05-11 11:26:12
23,73,1,Dark,2547,1609,Low,Danger,2026-05-11 11:27:12
35,90,1,Dark,1880,2097,High,Danger,2026-05-11 11:28:12
27,67,1,Dim,1025,1467,High,Warning,2026-05-11 11:29:12
34,89,1,Dim,986,1300,Low,Warning,2026-05-11 11:30:12
40,56,1,Dark,3108,2279,Medium,Danger,2026-05-11 11:31:12
45,51,1,Dark,2021,3287,Low,Danger,2026-05-11 11:32:12
31,61,1,Dim,3384,1853,Low,Warning,2026-05-11 11:33:12
24,60,0,Dark,2000,270,Medium,Warning,2026-05-11 11:34:12
26,51,1,Dim,2854,2295,Low,Warning,2026-05-11 11:35:12
33,59,1,Dim,2342,489,Low,Warning,2026-05-11 11:36:12
35,59,1,Bright,653,2385,Medium,Warning,2026-05-11 11:37:12
30,41,1,Dark,287,239,Medium,Normal,2026-05-11 11:38:12
28,75,0,Dim,430,1258,Medium,Normal,2026-05-11 11:39:12
34,52,1,Dark,1358,1780,High,Danger,2026-05-11 11:40:12
22,60,1,Bright,2761,519,High,Warning,2026-05-11 11:41:12
23,51,0,Bright,1886,1168,Medium,Normal,2026-05-11 11:42:12
27,45,1,Bright,922,2213,Medium,Warning,2026-05-11 11:43:12
29,71,0,Bright,631,3431,Medium,Warning,2026-05-11 11:44:12
24,39,0,Dim,238,2202,Medium,Normal,2026-05-11 11:45:12
35,44,0,Dark,871,2953,Low,Warning,2026-05-11 11:46:12
39,78,0,Dark,1644,2772,Low,Danger,2026-05-11 11:47:12
33,54,1,Bright,1836,3230,High,Danger,2026-05-11 11:48:12
37,87,1,Bright,2143,2316,High,Danger,2026-05-11 11:49:12
36,82,1,Dim,1416,3300,High,Danger,2026-05-11 11:50:12
28,63,0,Dim,2357,1801,High,Warning,2026-05-11 11:51:12
26,76,1,Dim,1321,2328,Low,Warning,2026-05-11 11:52:12
30,59,0,Dim,2599,1512,Low,Warning,2026-05-11 11:53:12
34,70,0,Dark,268,2562,High,Warning,2026-05-11 11:54:12
38,67,0,Dim,584,2985,High,Warning,2026-05-11 11:55:12
23,51,1,Dark,3247,458,Medium,Warning,2026-05-11 11:56:12
35,54,0,Bright,2370,2658,High,Danger,2026-05-11 11:57:12
22,40,1,Dark,391,2204,Medium,Warning,2026-05-11 11:58:12
22,70,0,Dark,598,838,Medium,Normal,2026-05-11 11:59:12
32,32,0,Dim,341,989,Low,Normal,2026-05-11 12:00:12
35,93,0,Dark,1094,3044,High,Danger,2026-05-11 12:01:12
38,80,1,Bright,2785,1082,Low,Danger,2026-05-11 12:02:12
22,36,1,Dim,1908,1068,High,Warning,2026-05-11 12:03:12
42,88,1,Dark,2756,1660,Low,Danger,2026-05-11 12:04:12
27,83,1,Bright,1617,3049,Medium,Warning,2026-05-11 12:05:12
45,74,1,Dim,2279,2823,Low,Danger,2026-05-11 12:06:12
43,38,0,Bright,2523,3221,High,Danger,2026-05-11 12:07:12
31,36,0,Dim,1042,1511,Medium,Normal,2026-05-11 12:08:12
38,88,1,Dim,1495,2938,High,Danger,2026-05-11 12:09:12
32,41,1,Dark,107,510,High,Normal,2026-05-11 12:10:12
33,74,0,Dim,1580,1572,High,Warning,2026-05-11 12:11:12
33,64,1,Dim,250,1749,High,Warning,2026-05-11 12:12:12
24,58,1,Dark,2571,219,Low,Warning,2026-05-11 12:13:12
34,83,0,Dim,1672,2805,High,Danger,2026-05-11 12:14:12
39,43,0,Bright,349,2852,Low,Warning,2026-05-11 12:15:12
27,58,1,Dim,599,385,Medium,Normal,2026-05-11 12:16:12
26,41,0,Dim,2918,1716,High,Warning,2026-05-11 12:17:12
25,31,1,Dark,650,3126,High,Warning,2026-05-11 12:18:12
41,76,1,Dim,2599,2380,High,Danger,2026-05-11 12:19:12
31,68,0,Bright,1173,1067,Low,Normal,2026-05-11 12:20:12
20,66,1,Dark,1816,901,High,Warning,2026-05-11 12:21:12
29,80,0,Dark,2102,3291,High,Danger,2026-05-11 12:22:12
34,95,1,Bright,1512,823,Medium,Warning,2026-05-11 12:23:12
44,63,0,Dim,561,1940,Medium,Warning,2026-05-11 12:24:12
43,88,1,Bright,1179,2263,Low,Danger,2026-05-11 12:25:12
22,74,0,Bright,620,905,Medium,Normal,2026-05-11 12:26:12
41,71,1,Bright,3096,2834,Low,Danger,2026-05-11 12:27:12
22,90,1,Bright,657,171,High,Warning,2026-05-11 12:28:12
36,89,0,Dark,2218,2271,High,Danger,2026-05-11 12:29:12
28,43,0,Dark,616,552,Low,Normal,2026-05-11 12:30:12
41,80,1,Dark,2419,2748,Medium,Danger,2026-05-11 12:31:12
33,66,0,Bright,2078,1869,Low,Warning,2026-05-11 12:32:12
32,83,0,Dark,931,1020,Medium,Warning,2026-05-11 12:33:12
30,86,0,Bright,2574,2471,High,Danger,2026-05-11 12:34:12
34,80,1,Bright,2334,1535,Medium,Danger,2026-05-11 12:35:12
32,86,1,Dim,1963,1563,Low,Warning,2026-05-11 12:36:12
36,94,0,Dim,1457,2907,High,Danger,2026-05-11 12:37:12
28,83,0,Dim,608,1241,Low,Normal,2026-05-11 12:38:12
24,57,0,Dark,1642,1038,High,Warning,2026-05-11 12:39:12
35,88,1,Dark,1990,3316,High,Danger,2026-05-11 12:40:12
31,56,1,Dark,1539,802,Medium,Warning,2026-05-11 12:41:12
36,74,1,Dark,1130,3011,Medium,Danger,2026-05-11 12:42:12
33,73,0,Bright,1053,2016,Medium,Warning,2026-05-11 12:43:12
45,90,0,Bright,644,348,Low,Warning,2026-05-11 12:44:12
33,81,0,Bright,1598,2175,High,Warning,2026-05-11 12:45:12
29,44,0,Bright,2345,1979,Medium,Warning,2026-05-11 12:46:12
24,48,1,Bright,2542,1641,Medium,Warning,2026-05-11 12:47:12
26,79,0,Dim,2226,950,Low,Warning,2026-05-11 12:48:12
35,68,0,Bright,328,3377,High,Warning,2026-05-11 12:49:12
29,57,0,Dim,1102,1107,Medium,Normal,2026-05-11 12:50:12
27,30,0,Dark,1118,295,Low,Normal,2026-05-11 12:51:12
32,76,1,Dim,864,107,Low,Normal,2026-05-11 12:52:12
29,58,0,Dim,3398,3023,Medium,Warning,2026-05-11 12:53:12
25,93,1,Bright,2246,767,High,Danger,2026-05-11 12:54:12
41,70,1,Dark,1991,2961,Low,Danger,2026-05-11 12:55:12
25,31,0,Bright,2391,1506,High,Warning,2026-05-11 12:56:12
37,61,0,Bright,479,1888,High,Warning,2026-05-11 12:57:12
21,83,0,Dark,3129,558,High,Warning,2026-05-11 12:58:12
37,88,1,Dark,1862,1616,Medium,Danger,2026-05-11 12:59:12
45,90,0,Bright,1746,1434,High,Danger,2026-05-11 13:00:12
45,37,0,Bright,2675,1652,Low,Warning,2026-05-11 13:01:12
45,62,0,Dark,2783,1104,Medium,Warning,2026-05-11 13:02:12
25,91,1,Bright,105,293,Low,Normal,2026-05-11 13:03:12
28,34,1,Bright,1114,2932,Low,Warning,2026-05-11 13:04:12
25,84,1,Dim,1441,565,Low,Warning,2026-05-11 13:05:12
31,57,0,Dim,3017,3494,High,Warning,2026-05-11 13:06:12
21,42,1,Bright,467,873,Medium,Normal,2026-05-11 13:07:12
22,36,0,Bright,1977,2357,Low,Warning,2026-05-11 13:08:12
42,63,1,Dark,1961,277,Medium,Warning,2026-05-11 13:09:12
25,38,1,Dark,3138,1225,Medium,Warning,2026-05-11 13:10:12
21,68,0,Bright,2895,1191,High,Warning,2026-05-11 13:11:12
29,52,1,Dark,1085,385,Low,Normal,2026-05-11 13:12:12
24,62,0,Dim,260,1112,High,Normal,2026-05-11 13:13:12
33,75,0,Dark,2669,855,Medium,Warning,2026-05-11 13:14:12
42,85,1,Dark,2036,122,Medium,Danger,2026-05-11 13:15:12
43,58,1,Dark,1066,800,High,Warning,2026-05-11 13:16:12
25,90,0,Dark,2114,508,Medium,Warning,2026-05-11 13:17:12
35,48,0,Dark,2347,1112,Low,Warning,2026-05-11 13:18:12
44,73,1,Dark,544,1162,Medium,Warning,2026-05-11 13:19:12
39,42,0,Bright,1220,377,Low,Warning,2026-05-11 13:20:12
32,45,1,Dark,2054,2588,Low,Danger,2026-05-11 13:21:12
44,50,0,Dark,2731,3191,Medium,Danger,2026-05-11 13:22:12
27,87,0,Bright,2042,2635,High,Danger,2026-05-11 13:23:12
23,56,1,Dim,1048,1107,Low,Normal,2026-05-11 13:24:12
38,40,0,Dim,2420,3230,Low,Danger,2026-05-11 13:25:12
20,94,0,Dark,1907,2879,Low,Danger,2026-05-11 13:26:12
39,60,1,Dark,1753,101,Medium,Warning,2026-05-11 13:27:12
28,37,1,Bright,374,215,Medium,Normal,2026-05-11 13:28:12
26,35,0,Dim,668,3034,High,Warning,2026-05-11 13:29:12
36,41,0,Dark,2110,2255,Medium,Warning,2026-05-11 13:30:12
28,47,0,Dim,167,1951,Medium,Normal,2026-05-11 13:31:12
37,49,1,Dim,2365,324,Medium,Warning,2026-05-11 13:32:12
40,41,1,Dark,1588,1972,Low,Danger,2026-05-11 13:33:12
33,40,1,Dim,2551,317,Medium,Warning,2026-05-11 13:34:12
23,82,1,Dark,1800,1015,Low,Warning,2026-05-11 13:35:12
28,33,1,Dark,1072,782,Low,Warning,2026-05-11 13:36:12
44,48,1,Bright,666,1930,High,Warning,2026-05-11 13:37:12
27,90,1,Dim,2623,1239,Low,Warning,2026-05-11 13:38:12
23,66,0,Bright,3063,937,Low,Warning,2026-05-11 13:39:12
35,73,0,Dark,3328,1849,High,Danger,2026-05-11 13:40:12
29,73,0,Dark,1644,1859,High,Warning,2026-05-11 13:41:12
22,62,0,Bright,2222,789,Medium,Warning,2026-05-11 13:42:12
41,48,1,Bright,3246,1029,Low,Warning,2026-05-11 13:43:12
44,39,0,Dim,3176,3479,High,Danger,2026-05-11 13:44:12
42,41,0,Dim,2370,2258,Medium,Warning,2026-05-11 13:45:12
24,72,1,Dark,2675,690,Low,Warning,2026-05-11 13:46:12
26,78,0,Dark,914,954,Medium,Warning,2026-05-11 13:47:12
31,46,1,Dim,2843,2889,Low,Warning,2026-05-11 13:48:12
39,67,0,Dim,270,2434,High,Warning,2026-05-11 13:49:12
38,54,1,Dark,1144,2050,Medium,Warning,2026-05-11 13:50:12
43,73,0,Dim,3424,2087,Medium,Danger,2026-05-11 13:51:12
36,88,0,Dim,540,3269,High,Warning,2026-05-11 13:52:12
43,46,0,Dim,746,2042,High,Warning,2026-05-11 13:53:12
31,41,1,Dark,2802,543,High,Warning,2026-05-11 13:54:12
42,76,1,Dark,2887,3380,Medium,Danger,2026-05-11 13:55:12
23,83,0,Dim,2978,2485,High,Warning,2026-05-11 13:56:12
39,83,1,Dark,2511,1608,High,Danger,2026-05-11 13:57:12
22,91,0,Dim,511,2615,High,Warning,2026-05-11 13:58:12
38,32,0,Dark,473,2554,High,Warning,2026-05-11 13:59:12
34,60,0,Bright,1879,1409,High,Warning,2026-05-11 14:00:12
43,30,1,Bright,190,2783,High,Warning,2026-05-11 14:01:12
28,86,1,Bright,2513,1831,Medium,Danger,2026-05-11 14:02:12
30,53,0,Dim,1030,468,Medium,Normal,2026-05-11 14:03:12
28,53,0,Dark,1746,2168,Low,Warning,2026-05-11 14:04:12
30,45,0,Bright,3387,587,Low,Normal,2026-05-11 14:05:12
28,35,0,Bright,1627,909,Medium,Normal,2026-05-11 14:06:12
21,73,1,Dim,2887,3303,Medium,Danger,2026-05-11 14:07:12
43,94,0,Dim,1409,741,Low,Warning,2026-05-11 14:08:12
22,94,1,Bright,1332,1379,Low,Warning,2026-05-11 14:09:12
21,66,0,Dim,2503,2910,Medium,Warning,2026-05-11 14:10:12
43,52,0,Bright,2050,2105,Medium,Warning,2026-05-11 14:11:12
32,65,1,Dark,2016,3145,High,Danger,2026-05-11 14:12:12
38,50,1,Dark,2155,738,High,Danger,2026-05-11 14:13:12
33,51,0,Dark,776,149,High,Warning,2026-05-11 14:14:12
26,63,0,Dark,1107,2719,Low,Warning,2026-05-11 14:15:12
37,53,0,Bright,588,293,Medium,Normal,2026-05-11 14:16:12
23,36,0,Dark,1385,1590,Medium,Warning,2026-05-11 14:17:12
21,63,1,Dim,1195,2769,Low,Warning,2026-05-11 14:18:12
35,53,1,Bright,3163,420,Medium,Warning,2026-05-11 14:19:12
24,82,1,Dim,2787,1986,Low,Warning,2026-05-11 14:20:12
39,34,0,Dark,2529,1315,High,Danger,2026-05-11 14:21:12
41,46,1,Dim,3427,1046,Medium,Warning,2026-05-11 14:22:12
34,86,0,Bright,1863,1972,Medium,Warning,2026-05-11 14:23:12
28,44,0,Dim,1360,2986,High,Warning,2026-05-11 14:24:12
39,47,0,Dim,2321,308,Medium,Warning,2026-05-11 14:25:12
35,73,0,Dim,1767,2821,High,Danger,2026-05-11 14:26:12
43,33,1,Dim,923,733,High,Warning,2026-05-11 14:27:12
21,60,1,Dim,682,422,High,Normal,2026-05-11 14:28:12
39,64,1,Bright,2342,2587,High,Danger,2026-05-11 14:29:12
42,85,1,Bright,1746,2001,Low,Danger,2026-05-11 14:30:12
32,43,1,Dark,3178,536,Low,Warning,2026-05-11 14:31:12
33,84,1,Dark,693,3155,Low,Warning,2026-05-11 14:32:12
40,82,1,Dim,576,197,High,Warning,2026-05-11 14:33:12
40,90,1,Dim,1521,1979,Low,Danger,2026-05-11 14:34:12
32,93,1,Dim,730,961,Low,Warning,2026-05-11 14:35:12
41,84,0,Dark,1786,2427,High,Danger,2026-05-11 14:36:12
43,63,1,Bright,1614,1270,High,Warning,2026-05-11 14:37:12
23,86,1,Dark,2416,499,High,Danger,2026-05-11 14:38:12
39,70,0,Bright,586,701,Medium,Warning,2026-05-11 14:39:12
28,35,0,Dark,1539,1808,Medium,Warning,2026-05-11 14:40:12
32,58,0,Bright,3454,2875,High,Warning,2026-05-11 14:41:12
28,57,0,Bright,1795,1607,Medium,Warning,2026-05-11 14:42:12
36,89,1,Dark,1690,2892,Low,Danger,2026-05-11 14:43:12
36,44,1,Dark,2893,1895,Low,Danger,2026-05-11 14:44:12
31,77,1,Dark,2711,2164,High,Danger,2026-05-11 14:45:12
29,94,0,Bright,852,589,High,Warning,2026-05-11 14:46:12
31,55,0,Bright,2116,3258,High,Warning,2026-05-11 14:47:12
30,79,1,Bright,1777,2536,High,Danger,2026-05-11 14:48:12
27,51,0,Dark,1162,1511,High,Warning,2026-05-11 14:49:12
20,88,1,Dim,2634,2618,Medium,Danger,2026-05-11 14:50:12
27,58,1,Bright,3053,1492,High,Warning,2026-05-11 14:51:12
36,34,1,Bright,3269,1461,High,Warning,2026-05-11 14:52:12
23,63,1,Bright,1904,108,Medium,Normal,2026-05-11 14:53:12
29,94,1,Dark,1622,529,High,Warning,2026-05-11 14:54:12
24,82,1,Bright,2341,3358,Low,Danger,2026-05-11 14:55:12
36,86,1,Dim,2263,3073,Medium,Danger,2026-05-11 14:56:12
36,89,0,Dark,1699,2126,High,Danger,2026-05-11 14:57:12
28,90,0,Dark,1494,511,Medium,Warning,2026-05-11 14:58:12
20,69,0,Dim,2488,3480,High,Warning,2026-05-11 14:59:12
25,80,0,Bright,2930,2836,High,Danger,2026-05-11 15:00:12
38,83,0,Dim,1198,3027,Medium,Warning,2026-05-11 15:01:12
31,55,0,Dim,2669,2904,Medium,Warning,2026-05-11 15:02:12
43,36,0,Dark,2258,1220,Medium,Warning,2026-05-11 15:03:12
28,51,0,Bright,2526,3229,Low,Warning,2026-05-11 15:04:12
37,72,1,Dark,1693,3143,Low,Danger,2026-05-11 15:05:12
44,83,1,Dim,2900,3135,Low,Danger,2026-05-11 15:06:12
39,83,1,Dark,456,414,High,Warning,2026-05-11 15:07:12
32,35,1,Dark,3261,1441,Medium,Warning,2026-05-11 15:08:12
41,87,1,Dim,557,2714,High,Danger,2026-05-11 15:09:12
36,49,1,Dark,682,1840,Medium,Warning,2026-05-11 15:10:12
28,30,1,Dark,927,3227,Medium,Warning,2026-05-11 15:11:12
34,30,0,Bright,310,2762,High,Warning,2026-05-11 15:12:12
41,46,1,Dark,1930,3127,Low,Danger,2026-05-11 15:13:12
39,82,0,Dark,1672,1326,High,Danger,2026-05-11 15:14:12
21,34,0,Bright,1094,2736,Medium,Warning,2026-05-11 15:15:12
33,33,1,Bright,3213,2141,Low,Warning,2026-05-11 15:16:12
44,31,0,Bright,3070,515,Medium,Warning,2026-05-11 15:17:12
44,62,1,Bright,532,1531,Low,Warning,2026-05-11 15:18:12
38,54,1,Bright,1336,3174,High,Danger,2026-05-11 15:19:12
